einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;28121;790;Rückzahlungen und Erstattungen; ;9;0;02;Einnahmen aus der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;28228;061;Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben; ;9;0;02;Einnahmen aus der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;11131;722;Gebühren, sonstige Entgelte; ;10;625;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;11231;711;Geldstrafen, Geldbußen und Gerichtskosten; ;10;50;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;11939;711;Vermischte Einnahmen; ;10;5500;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;12231;721;Konzessionsabgabe; ;10;16105;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;12431;721;Einnahmen aus Vermietung, Verpachtung und Nutzung; ;10;11580;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;13231;722;Erlöse aus der Veräußerung von beweglichen Sachen; ;11;6000;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;16134;722;Zinsen aus der Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen; ;11;0;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;16231;722;Zinsen von Darlehen zur Ersatzbetriebsraumbeschaffung (Bundesfernstraßen); ;11;6;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;18231;722;Tilgung von Darlehen zur Ersatzbetriebsraumbeschaffung (Bundesfernstraßen); ;11;26;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;28131;722;Erstattung der vorgelegten Beträge aus der Vorfinanzierung des Baues der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen; ;11;0;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Übrige Einnahmen;1201;Bundesfernstraßen;28133;045;Einnahmen im Zusammenhang mit der Nutzung von Festbrückengerät; ;11;150;03;Sonstige Einnahmen Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Sächliche Verwaltungsausgaben;1201;Bundesfernstraßen;53102;729;Entwicklung und Installation eines DV-gestützten Controlling-Systems für die Bundesfernstraßen;nein;12;550;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Sächliche Verwaltungsausgaben;1201;Bundesfernstraßen;53204;165;Koordinierung der euroregionalen Projekte der Europäischen Union im Rahmen der Transeuropäischen Verkehrsnetze im Bereich der Bundesfernstraßen;nein;12;170;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Sächliche Verwaltungsausgaben;1201;Bundesfernstraßen;53401;729;Verkehrswirtschaftliche Untersuchungen;nein;13;3100;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Sächliche Verwaltungsausgaben;1201;Bundesfernstraßen;53502;729;Bestandserfassung der Bundesfernstraßen, Koordinierung und Steuerung der Fachinformationssysteme im Straßenwesen;nein;13;3450;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Sächliche Verwaltungsausgaben;1201;Bundesfernstraßen;54401;165;Forschung, Untersuchungen und Ähnliches;nein;14;9450;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Zuweisungen und Zuschüsse (ohne Investitionen);1201;Bundesfernstraßen;68201;742;Beitrag an nichtbundeseigene Eisenbahnen zu den Kosten für Unterhaltung und Betrieb höhengleicher Kreuzungen von Bundesstraßen und Eisenbahnstrecken;nein;14;1700;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Zuweisungen und Zuschüsse (ohne Investitionen);1201;Bundesfernstraßen;68502;721;Bundesanteil an den Verwaltungskosten der DEGES Deutsche Einheit Fernstraßenplanungs- und Bau GmbH;nein;14;4500;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Ausgaben für Investitionen;1201;Bundesfernstraßen;74401;729;Privatstraßen des Bundes;nein;15;1200;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Ausgaben für Investitionen;1201;Bundesfernstraßen;88302;725;Zuweisungen an kommunale Baulastträger nach § 5 a Bundesfernstraßengesetz (FStrG);nein;15;33908;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;15;0;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52111;721;Betriebsdienst (Bundesautobahnen);nein;16;549000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52121;722;Betriebsdienst (Bundesstraßen);nein;16;429195;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;63212;721;Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesautobahnen);nein;16;111000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;63222;722;Pauschale Abgeltung der Zweckausgaben bei Entwurfsbearbeitung und Bauaufsicht (Bundesstraßen);nein;16;57000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;71112;721;Hochbauten an Bundesautobahnen bis 2 000 000 € Baukosten;nein;17;21300;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;71122;722;Hochbauten an Bundesstraßen bis 2 000 000 € Baukosten;nein;17;14400;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;71212;721;Hochbauten an Bundesautobahnen über 2 000 000 € Baukosten;nein;17;6300;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;71222;722;Hochbauten an Bundesstraßen über 2 000 000 € Baukosten;nein;18;4000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74111;721;Bedarfsplanmaßnahmen (Bundesautobahnen);nein;18;684527;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74122;722;Bedarfsplanmaßnahmen (Bundesstraßen);nein;18;352229;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74131;721;Um- und Ausbau, Rastanlagen, Lärmschutzmaßnahmen (Bundesautobahnen);nein;19;400150;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74132;721;Erhaltung (Bundesautobahnen);nein;19;1897566;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74141;722;Um- und Ausbau, Lärmschutzmaßnahmen (Bundesstraßen);nein;20;240050;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74142;722;Erhaltung (Bundesstraßen);nein;20;1048675;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74211;721;Bau und Erhaltung von Verkehrseinrichtungen und Verkehrsanlagen (Bundesautobahnen);nein;21;155000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74221;722;Bau und Erhaltung von Verkehrseinrichtungen und Verkehrsanlagen (Bundesstraßen);nein;21;27000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74312;721;Baukostenzuschüsse der Europäischen Union für Investitionen in Transeuropäische Verkehrsnetze im Bereich Bundesautobahnen;nein;21;0;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74332;721;Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastrukturvorhaben im Bereich der Bundesautobahnen;nein;22;0;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74342;722;Baukostenzuschüsse des Europäischen Fonds für regionale Entwicklung der Verkehrsinfrastrukturvorhaben im Bereich der Bundesstraßen;nein;22;0;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74521;722;Maßnahmen nach dem Eisenbahnkreuzungsgesetz (EKrG) (Bundesstraßen);nein;22;10000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;74622;722;Bau von Radwegen einschließlich Erhaltung (Bundesstraßen);nein;23;98000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81112;721;Erwerb von Kraftfahrzeugen (Bundesautobahnen);nein;23;25000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81122;722;Erwerb von Kraftfahrzeugen (Bundesstraßen);nein;23;17000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81213;721;Erwerb von Geräten (einschl. Stahlflachstraßen) und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesautobahnen);nein;23;17500;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81223;722;Erwerb von Geräten und Maschinen mit Ausgaben von mehr als 5 000 € im Einzelfall (Bundesstraßen);nein;24;11000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82111;721;Grunderwerb für Bedarfsplanmaßnahmen (Bundesautobahnen);nein;24;80000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82122;722;Grunderwerb für Bedarfsplanmaßnahmen (Bundesstraßen);nein;24;60000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82131;721;Grunderwerb für Um- und Ausbau, Rastanlagen, Lärmschutzmaßnahmen (Bundesautobahnen);nein;24;12000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82141;722;Grunderwerb für Um- und Ausbau einschl. Lärmschutzmaßnahmen (Bundesstraßen);nein;25;30000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82311;721;Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen);nein;25;380000;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82312;721;Erwerb privat vorfinanzierter Bundesautobahnabschnitte;nein;26;39850;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;82322;722;Erwerb privat vorfinanzierter Bundesstraßenabschnitte;nein;26;18700;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;86112;721;Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen (Bundesautobahnen);nein;27;0;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;86122;722;Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen (Bundesstraßen);nein;27;0;01;Bau, Erhaltung und Betrieb der Bundesfernstraßen
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;42221;719;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;nein;27;34259;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;42729;719;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;28;4091;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;42821;719;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;nein;28;27291;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;45321;719;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;nein;28;40;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51121;719;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;nein;28;4890;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51421;719;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;nein;28;5839;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51721;719;Bewirtschaftung der Grundstücke, Gebäude und Räume;nein;29;2326;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51821;719;Mieten und Pachten;nein;29;2979;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51822;719;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;29;50;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51921;719;Unterhaltung der Grundstücke und baulichen Anlagen;nein;29;100;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52521;719;Aus- und Fortbildung;nein;29;503;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52621;059;Gerichts- und ähnliche Kosten;nein;29;0;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52622;790;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;nein;30;14073;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52721;719;Dienstreisen;nein;30;1750;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;53221;719;Aufträge und Dienstleistungen im Bereich Informationstechnik;nein;30;8117;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;53224;790;Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren;nein;30;566877;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;53225;719;Ausgaben für die Online-Abwicklung von Einzahlungen im Rahmen des Kontrolldienstes durch Private;nein;31;190;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;53929;719;Vermischte Verwaltungsausgaben;nein;31;1324;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;54321;719;Veröffentlichungen und Fachinformationen;nein;31;10;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;63423;719;Zuweisungen an den Versorgungsfonds;nein;31;1640;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;66221;790;Zinszuschüsse der KfW-Förderbank zur Förderung der Anschaffung emissionsarmer schwerer LKW ("Innovationsprogramm"/Variante Darlehen);nein;32;0;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;68221;790;Verwaltungsausgaben der VIFG;nein;32;4880;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;68421;790;Zuschüsse der KfW-Förderbank zur Förderung der Anschaffung emissionsarmer schwerer LKW ("Innovationsprogramm"/Variante nicht rückzahlbarer Zuschuss);nein;32;0;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;68422;790;Zuschüsse zur Förderung von Umwelt und Sicherheit in Unternehmen des mautpflichtigen Güterkraftverkehrs (De-Minimis-Programm);nein;32;260695;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;68423;790;Zuschüsse zur Förderung der Aus- und Weiterbildung in Unternehmen des mautpflichtigen Güterkraftverkehrs (Aus- und Weiterbildungs-Programm);nein;32;125000;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;71121;719;Kleine Neu-﻿, Um- und Erweiterungsbauten;nein;33;338;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81121;719;Erwerb von Fahrzeugen;nein;33;3378;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81221;719;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);nein;33;440;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81222;719;Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik;nein;33;18329;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;98126;890;Leistungen an Dienstleistungszentren des Bundes zur Durchführung von Aufgaben im Rahmen der Erprobung des DLZ-Projekts;nein;34;0;02;Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;42231;719;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;nein;34;3426;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;42739;719;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;34;1236;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;42831;719;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;nein;34;1799;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51131;719;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;nein;34;30;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51731;719;Bewirtschaftung der Grundstücke, Gebäude und Räume;nein;34;58;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;51832;719;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;34;140;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52531;719;Aus- und Fortbildung;nein;34;10;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52632;790;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;nein;34;4000;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;52731;719;Dienstreisen;nein;35;200;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;63433;719;Zuweisungen an den Versorgungsfonds;nein;35;180;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;81231;719;Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT);nein;35;150;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;A;Besondere Finanzierungsausgaben;1201;Bundesfernstraßen;98136;890;Leistungen an Dienstleistungszentren des Bundes zur Durchführung von Aufgaben im Rahmen der Erprobung des DLZ-Projektes;nein;35;0;03;Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Verwaltungseinnahmen;1202;Bundesschienenwege;11999;742;Vermischte Einnahmen; ;42;2000;;
12;Bundesministerium für Verkehr und digitale Infrastruktur;E;Verwaltungseinnahmen;1202;Bundesschienenwege;12101;742;Gewinne aus Beteiligungen; ;42;350000;;
